orderTime,serialNo,productNum,productAcctNum,portfolioNum,exchId,regId,stkId,contractNum,creditFlag,creditCashAmt,returnCreditCashAmt,tdReturnCreditCashAmt,creditCashInterest,returnCreditCashInterest,tdReturnCreditCashInterest,creditShareAmt,creditShareQty,creditShareFee,returnCreditShareQty,tdReturnCreditShareQty,returnCreditShareFee,tdReturnCreditShareFee,knockAvgPrice,knockQty,closeTime,creditCashIntRate,creditShareIntRate,tradeFee,CompactId,previousCreditCashAmt,PreviousCreditShareQty,UnReturnCreditCashAmt,UnReturnCreditShareQty,ExtendStatus
20151204000000,50089,136,168,185,1,0680056427,000060,A100000060,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000060,0.0,0,0.0,1000,
20151204000000,50090,136,168,185,1,0680056427,000061,A100000061,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000061,0.0,0,0.0,1000,
20151204000000,50091,136,168,185,1,0680056427,000062,A100000062,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000062,0.0,0,0.0,1000,
20151204000000,50092,136,168,185,1,0680056427,000063,A100000063,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000063,0.0,0,0.0,1000,
20151204000000,50093,136,168,185,1,0680056427,000066,A100000066,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000066,0.0,0,0.0,1000,
20151204000000,50094,136,168,185,1,0680056427,000069,A100000069,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000069,0.0,0,0.0,1000,
20151204000000,50095,136,168,185,1,0680056427,000070,A100000070,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000070,0.0,0,0.0,1000,
20151204000000,50096,136,168,185,1,0680056427,000078,A100000078,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000078,0.0,0,0.0,1000,
20151204000000,50097,136,168,185,1,0680056427,000088,A100000088,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000088,0.0,0,0.0,1000,
20151204000000,50098,136,168,185,1,0680056427,000089,A100000089,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000089,0.0,0,0.0,1000,
20151204000000,50099,136,168,185,1,0680056427,000090,A100000090,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000090,0.0,0,0.0,1000,
20151204000000,50100,136,168,185,1,0680056427,000099,A100000099,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000099,0.0,0,0.0,1000,
20151204000000,50101,136,168,185,1,0680056427,000100,A100000100,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000100,0.0,0,0.0,1000,
20151204000000,50102,136,168,185,1,0680056427,000150,A100000150,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000150,0.0,0,0.0,1000,
20151204000000,50103,136,168,185,1,0680056427,000151,A100000151,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000151,0.0,0,0.0,1000,
20151204000000,50104,136,168,185,1,0680056427,000155,A100000155,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000155,0.0,0,0.0,1000,
20151204000000,50105,136,168,185,1,0680056427,000156,A100000156,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000156,0.0,0,0.0,1000,
20151204000000,50106,136,168,185,1,0680056427,000157,A100000157,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000157,0.0,0,0.0,1000,
20151204000000,50107,136,168,185,1,0680056427,000158,A100000158,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000158,0.0,0,0.0,1000,
20151204000000,50108,136,168,185,1,0680056427,000159,A100000159,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000159,0.0,0,0.0,1000,
20151204000000,50109,136,168,185,1,0680056427,000166,A100000166,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000166,0.0,0,0.0,1000,
20151204000000,50110,136,168,185,1,0680056427,000301,A100000301,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000301,0.0,0,0.0,1000,
20151204000000,50111,136,168,185,1,0680056427,000333,A100000333,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000333,0.0,0,0.0,1000,
20151204000000,50112,136,168,185,1,0680056427,000338,A100000338,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000338,0.0,0,0.0,1000,
20151204000000,50113,136,168,185,1,0680056427,000400,A100000400,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000400,0.0,0,0.0,1000,
20151204000000,50114,136,168,185,1,0680056427,000401,A100000401,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000401,0.0,0,0.0,1000,
20151204000000,50115,136,168,185,1,0680056427,000402,A100000402,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000402,0.0,0,0.0,1000,
20151204000000,50116,136,168,185,1,0680056427,000403,A100000403,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000403,0.0,0,0.0,1000,
20151204000000,50117,136,168,185,1,0680056427,000404,A100000404,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000404,0.0,0,0.0,1000,
20151204000000,50118,136,168,185,1,0680056427,000413,A100000413,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000413,0.0,0,0.0,1000,
20151204000000,50119,136,168,185,1,0680056427,000415,A100000415,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000415,0.0,0,0.0,1000,
20151204000000,50120,136,168,185,1,0680056427,000417,A100000417,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000417,0.0,0,0.0,1000,
20151204000000,50121,136,168,185,1,0680056427,000423,A100000423,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000423,0.0,0,0.0,1000,
20151204000000,50122,136,168,185,1,0680056427,000425,A100000425,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000425,0.0,0,0.0,1000,
20151204000000,50123,136,168,185,1,0680056427,000426,A100000426,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000426,0.0,0,0.0,1000,
20151204000000,50124,136,168,185,1,0680056427,000488,A100000488,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000488,0.0,0,0.0,1000,
20151204000000,50125,136,168,185,1,0680056427,000501,A100000501,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000501,0.0,0,0.0,1000,
20151204000000,50126,136,168,185,1,0680056427,000503,A100000503,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000503,0.0,0,0.0,1000,
20151204000000,50127,136,168,185,1,0680056427,000505,A100000505,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000505,0.0,0,0.0,1000,
20151204000000,50128,136,168,185,1,0680056427,000506,A100000506,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000506,0.0,0,0.0,1000,
20151204000000,50129,136,168,185,1,0680056427,000513,A100000513,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000513,0.0,0,0.0,1000,
20151204000000,50130,136,168,185,1,0680056427,000516,A100000516,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000516,0.0,0,0.0,1000,
20151204000000,50131,136,168,185,1,0680056427,000517,A100000517,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000517,0.0,0,0.0,1000,
20151204000000,50132,136,168,185,1,0680056427,000519,A100000519,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000519,0.0,0,0.0,1000,
20151204000000,50133,136,168,185,1,0680056427,000528,A100000528,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000528,0.0,0,0.0,1000,
20151204000000,50134,136,168,185,1,0680056427,000531,A100000531,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000531,0.0,0,0.0,1000,
20151204000000,50135,136,168,185,1,0680056427,000537,A100000537,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000537,0.0,0,0.0,1000,
20151204000000,50136,136,168,185,1,0680056427,000538,A100000538,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000538,0.0,0,0.0,1000,
20151204000000,50137,136,168,185,1,0680056427,000539,A100000539,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000539,0.0,0,0.0,1000,
20151204000000,50138,136,168,185,1,0680056427,000540,A100000540,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000540,0.0,0,0.0,1000,
20151204000000,50139,136,168,185,1,0680056427,000541,A100000541,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000541,0.0,0,0.0,1000,
20151204000000,50140,136,168,185,1,0680056427,000543,A100000543,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000543,0.0,0,0.0,1000,
20151204000000,50141,136,168,185,1,0680056427,000547,A100000547,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000547,0.0,0,0.0,1000,
20151204000000,50142,136,168,185,1,0680056427,000550,A100000550,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000550,0.0,0,0.0,1000,
20151204000000,50143,136,168,185,1,0680056427,000551,A100000551,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000551,0.0,0,0.0,1000,
20151204000000,50144,136,168,185,1,0680056427,000552,A100000552,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000552,0.0,0,0.0,1000,
20151204000000,50145,136,168,185,1,0680056427,000554,A100000554,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000554,0.0,0,0.0,1000,
20151204000000,50146,136,168,185,1,0680056427,000555,A100000555,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000555,0.0,0,0.0,1000,
20151204000000,50147,136,168,185,1,0680056427,000559,A100000559,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000559,0.0,0,0.0,1000,
20151204000000,50148,136,168,185,1,0680056427,000560,A100000560,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000560,0.0,0,0.0,1000,
20151204000000,50149,136,168,185,1,0680056427,000563,A100000563,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000563,0.0,0,0.0,1000,
20151204000000,50150,136,168,185,1,0680056427,000565,A100000565,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000565,0.0,0,0.0,1000,
20151204000000,50151,136,168,185,1,0680056427,000566,A100000566,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000566,0.0,0,0.0,1000,
20151204000000,50152,136,168,185,1,0680056427,000568,A100000568,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000568,0.0,0,0.0,1000,
20151204000000,50153,136,168,185,1,0680056427,000581,A100000581,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000581,0.0,0,0.0,1000,
20151204000000,50154,136,168,185,1,0680056427,000589,A100000589,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000589,0.0,0,0.0,1000,
20151204000000,50155,136,168,185,1,0680056427,000591,A100000591,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000591,0.0,0,0.0,1000,
20151204000000,50156,136,168,185,1,0680056427,000592,A100000592,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000592,0.0,0,0.0,1000,
20151204000000,50157,136,168,185,1,0680056427,000596,A100000596,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000596,0.0,0,0.0,1000,
20151204000000,50158,136,168,185,1,0680056427,000598,A100000598,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000598,0.0,0,0.0,1000,
20151204000000,50159,136,168,185,1,0680056427,000600,A100000600,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000600,0.0,0,0.0,1000,
20151204000000,50160,136,168,185,1,0680056427,000603,A100000603,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000603,0.0,0,0.0,1000,
20151204000000,50161,136,168,185,1,0680056427,000607,A100000607,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000607,0.0,0,0.0,1000,
20151204000000,50162,136,168,185,1,0680056427,000612,A100000612,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000612,0.0,0,0.0,1000,
20151204000000,50163,136,168,185,1,0680056427,000617,A100000617,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000617,0.0,0,0.0,1000,
20151204000000,50164,136,168,185,1,0680056427,000620,A100000620,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000620,0.0,0,0.0,1000,
20151204000000,50165,136,168,185,1,0680056427,000623,A100000623,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000623,0.0,0,0.0,1000,
20151204000000,50166,136,168,185,1,0680056427,000625,A100000625,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000625,0.0,0,0.0,1000,
20151204000000,50167,136,168,185,1,0680056427,000627,A100000627,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000627,0.0,0,0.0,1000,
20151204000000,50168,136,168,185,1,0680056427,000629,A100000629,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000629,0.0,0,0.0,1000,
20151204000000,50169,136,168,185,1,0680056427,000630,A100000630,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000630,0.0,0,0.0,1000,
20151204000000,50170,136,168,185,1,0680056427,000631,A100000631,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000631,0.0,0,0.0,1000,
20151204000000,50171,136,168,185,1,0680056427,000636,A100000636,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000636,0.0,0,0.0,1000,
20151204000000,50172,136,168,185,1,0680056427,000639,A100000639,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000639,0.0,0,0.0,1000,
20151204000000,50173,136,168,185,1,0680056427,000650,A100000650,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000650,0.0,0,0.0,1000,
20151204000000,50174,136,168,185,1,0680056427,000651,A100000651,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000651,0.0,0,0.0,1000,
20151204000000,50175,136,168,185,1,0680056427,000652,A100000652,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000652,0.0,0,0.0,1000,
20151204000000,50176,136,168,185,1,0680056427,000655,A100000655,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1000,0.0,0,0,0.0,0.0,12.0,1000,20160604,0.0,0.0,0.0,A100000655,0.0,0,0.0,1000,
