productNum,productAcctNum,PortfolioNum,PortfolioName,PortfolioStatus,PortfolioType,exchIdList,stkTypeList,orderTypeList,openDate,optId,Flag,offerPortfolioNum,investType,portfolioExteriorId,memo,F_hedgeFlagList,ParaValue
11,14,15,现货期货,0,0,0^F,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220211000000,99990,1,0,0,,,SPEC,
12,15,16,stock,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220212000000,99990,1,0,,,,SPEC,
4,16,17,YWN,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220212000000,99990,1,0,,,,SPEC,
4,17,18,登录,0,0,0^1^D^F^N^S^Z,,,20220212000000,99990,1,0,,,,SPEC,
14,18,19,期货资产单元1,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220215000000,99990,1,0,,,,SPEC,
15,19,20,sx期货,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220215000000,99990,1,0,,,,SPEC,
9,20,21,000000002030,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220215000000,99990,1,0,0,,,SPEC,
16,21,22,回放测试现货,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220215000000,99990,1,0,0,,,SPEC,
19,24,25,天宇测试沪A,0,0,0,,,20220217000000,99990,1,0,,,,SPEC,
17,22,26,对冲自动,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220324000000,99990,0,0,0,,,HEDGE,
20,25,27,dsstest,0,0,0^1^2^3^4^5^6^7^8^D^F^G^H^M^N^Q^S^T^U^V^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220418000000,99990,1,0,,,,SPEC,
21,26,28,fangzhen,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
22,27,29,gw测试,0,0,0^1,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
23,28,30,ZY现货,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
24,29,31,TOA1,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
25,30,32,TOB,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
26,31,33,TOC,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
24,32,34,TOA2,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
24,33,35,TOA3,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
27,34,36,现货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
28,35,37,TZZH_TESTPT,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
29,39,41,转报资产,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
29,40,42,直报资产,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220419000000,99990,1,0,,,,SPEC,
30,41,43,TZZH_TESTA,0,0,0^1^2^3^4^5^6^7^8^D^F^G^H^M^N^Q^S^T^U^V^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
31,42,44,A1产品,0,0,0^1,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
32,43,45,A2产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
33,44,46,A3-1产品,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
34,45,47,B1产品,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
35,46,48,B2产品,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
36,47,49,B3产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
37,48,50,C1产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
38,49,51,C2产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
39,50,52,C3产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
40,51,53,TZZH_TESTB,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
41,52,54,sdsd,0,1,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
41,52,55,T0测试,0,1,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
31,53,56,A1-2产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
33,54,57,A3-2产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
41,52,58,dd,0,1,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
42,55,59,压测产品01,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
42,56,60,压测01产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
42,56,61,压测01产品-01单元--01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
43,57,62,压测产品02,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
43,58,63,压测02产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
41,52,64,d,0,1,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
43,58,65,压测02产品-01单元-01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
44,59,67,TZZH_TESTC,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
45,60,68,期货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
41,52,70,58,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
41,52,71,fuhe,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0,,20220420134847,99990,0,0,0,,,SPEC,
46,62,72,对接CTS,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,1,0,,,,SPEC,
47,63,73,压测产品03,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
47,64,74,压测03产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
47,64,75,压测03产品-01单元-01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
48,65,76,压测产品04,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
48,66,77,压测04产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220420000000,99990,1,0,,,,SPEC,
48,66,78,压测04产品-01单元-01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220420000000,99990,0,0,0,,,SPEC,
49,67,79,恒生测试,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220421000000,99990,1,0,,,,SPEC,
50,68,80,zb421test2,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220421000000,99990,1,0,,,,SPEC,
51,69,81,zqh_Future,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220421000000,99990,1,0,,,,SPEC,
52,70,82,WJR,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220421000000,99990,1,0,,,,SPEC,
53,71,83,asc,0,0,0^1^2^3^4^5^6^7^8^D^F^G^H^N^Q^S^T^U^V^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220422000000,99990,1,0,,,,SPEC,
15,72,84,sx期货,0,0,0^1^D^F^N^S^Z,,,20220422000000,99990,1,0,,,,SPEC,
54,73,85,lisx,0,0,0^1^2^3^4^5^6^7^8^D^F^G^H^N^Q^S^T^U^V^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220422000000,99990,1,0,,,,SPEC,
54,74,86,lisx投资组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220422000000,99990,1,0,,,,SPEC,
23,79,92,ETF-ZY,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220424000000,99990,0,0,0,,,SPEC,
58,81,95,pt424test1,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220424000000,99990,1,0,,,,SPEC,
59,82,96,etf,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220425000000,99990,1,0,,,,SPEC,
60,83,97,TOCX-TOCX,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220426000000,99990,1,0,,,,SPEC,
61,84,98,风控中心测试账户A,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220427000000,99990,1,0,,,,SPEC,
62,85,99,风控中心测试账户B,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220427000000,99990,1,0,,,,SPEC,
63,86,100,风控中心测试账户C,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220427000000,99990,1,0,,,,SPEC,
65,88,102,lisx对冲账户,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220428000000,99990,1,0,,,,SPEC,
66,89,103,wjr-cts,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220428000000,99990,1,0,,,,SPEC,
67,90,104,ETF资产,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220428000000,99990,1,0,,,,SPEC,
68,91,105,压测风控资产1,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220429000000,99990,1,0,,,,SPEC,
69,92,106,ETF-CTS,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220429000000,99990,1,0,,,,SPEC,
70,93,107,对接仿真,0,0,0^1^2^3^4^5^6^7^8^D^F^G^H^N^Q^S^T^U^V^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220429000000,99990,1,0,,,,SPEC,
71,95,109,Stock,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220430000000,99990,1,0,,,,SPEC,
72,96,110,压测产品05,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
72,97,111,压测05产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
72,97,112,压测05产品-01单元--01组合,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220504000000,99990,0,0,0,,,SPEC,
73,98,113,压测产品06,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
73,99,114,压测06产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
73,99,115,压测06产品-01单元-01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220504000000,99990,0,0,0,,,SPEC,
74,100,116,压测产品07,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
74,101,117,压测07产品-01单元,0,0,0^1^D^F^N^S^Z,,,20220504000000,99990,1,0,,,,SPEC,
74,101,118,压测07产品-01单元-01组合,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220504000000,99990,0,0,0,,,SPEC,
75,102,119,连交易所测试-cts,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220506000000,99990,1,0,,,,SPEC,
76,103,120,CTS-JYS,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220506000000,99990,1,0,,,,SPEC,
77,104,121,B账户,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220509000000,99990,1,0,,,,SPEC,
77,105,122,A账户,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220509000000,99990,1,0,,,,SPEC,
77,106,123,C账户,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220509000000,99990,1,0,,,,SPEC,
78,107,124,测试A机构,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220510000000,99990,1,0,,,,SPEC,
79,108,125,测试B产品,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220510000000,99990,1,0,,,,SPEC,
80,109,126,测试C产品,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220510000000,99990,1,0,,,,SPEC,
81,110,127,cts申赎借用,0,0,0^1^D^F^N^S^Z,,,20220511000000,99990,1,0,,,,SPEC,
82,111,128,借用申赎,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220511000000,99990,1,0,,,,SPEC,
83,112,129,交易所-CTS,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220511000000,99990,1,0,,,,SPEC,
84,113,130,WWZQ,0,2,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220511000000,99990,1,0,,,,SPEC,
29,114,131,转报信用资产,0,0,0^1^2^3^4^5^6^7^8^D^F^H^N^S^X^Y^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220516000000,99990,1,0,,,,SPEC,
85,115,132,SAJG,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
86,116,133,SBJG,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
87,117,134,SACS,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
88,118,135,SBCS,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
89,119,136,SCCS,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
90,120,137,现货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
91,121,138,期货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
92,122,139,现货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
93,123,140,期货产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
94,124,141,A产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
95,125,142,B产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
96,126,143,C产品,0,0,0^1^D^F^N^S^Z,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,,20220524000000,99990,1,0,,,,SPEC,
