exchId,regId,offerRegId,regName,currencyId,regType,deskId,F_hedgeFlagList,regStatus,exchProperty,memo,openDate,optId,acctid,thirdSystemId,fixFlag,regPermitList,grantStkTypeList,custodianInstitution
1,1A20220532,1A20220532,1A20220532,RMB,0,,SPEC,0,0,,20220524000000,99990,000020220532,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220728,0A20220728,0A20220728,RMB,0,,SPEC,0,0,,20220728121232,99990,000020220728,22,0.0,,ALL,
0,0A20220730,0A20220730,0A20220730,RMB,0,,SPEC,0,0,,20220729000000,99990,000020220730,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220730,1A20220730,1A20220730,RMB,0,,SPEC,0,0,,20220729000000,99990,000020220730,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220801,0A20220801,TOOD2,RMB,0,,SPEC,0,0,,20220730000000,99990,000020220801,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,0B20220801,0B20220801,TOOD2,RMB,0,,SPEC,0,0,,20220730000000,99990,000020220801,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220815,0A20220815,0A20220815,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220815,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220815,1A20220815,1A20220815,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220815,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220816,0A20220816,0A20220816,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220816,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220816,1A20220816,1A20220816,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220816,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220817,0A20220817,0A20220817,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220817,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220817,1A20220817,1A20220817,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220817,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220818,0A20220818,0A20220818,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220818,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220818,1A20220818,1A20220818,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220818,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220819,0A20220819,0A20220819,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220819,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220819,1A20220819,1A20220819,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220819,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220820,0A20220820,0A20220820,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220820,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220820,1A20220820,1A20220820,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220820,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220821,0A20220821,0A20220821,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220821,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220821,1A20220821,1A20220821,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220821,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A20220822,0A20220822,0A20220822,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220822,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A20220822,1A20220822,1A20220822,RMB,0,,SPEC,0,0,,20220811000000,99990,000020220822,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,A202208101,A202208101,HLC机构信用账户沪A,RMB,0,,SPEC,0,0,,20220810000000,99990,000202208103,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,B202208101,B202208101,HLC机构信用账户深A,RMB,0,,SPEC,0,0,,20220810000000,99990,000202208103,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
D,F0809000,F0809000,F0809000,RMB,0,,SPEC,0,1,,20220818000000,99990,0809,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
F,F0809000,F0809000,F0809000,RMB,0,15810,SPEC,0,1,,20220809000000,99990,0809,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
N,N0809000,N0809000,N0809000,RMB,0,,SPEC,0,1,,20220818000000,99990,0809,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
S,S0809000,S0809000,S0809000,RMB,0,,SPEC,0,1,,20220818000000,99990,0809,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
Z,Z0809000,Z0809000,Z0809000,RMB,0,,SPEC,0,1,,20220818000000,99990,0809,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0100012345,0100012345,lisx0对冲,RMB,0,,SPEC,0,0,,20220428000000,99990,100000012345,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,0100012345,0100012345,lisx1对冲,RMB,0,,SPEC,0,0,,20220428000000,99990,100000012345,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,a000034567,a000034567,lisx2,RMB,0,,SPEC,0,0,,20220525000000,99990,100000034567,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,a100034567,a100034567,lisx2,RMB,0,,SPEC,0,0,,20220525000000,99990,100000034567,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,SH10220308,SH10220308,合约沪A,RMB,0,15820,SPEC,0,0,,20220308000000,99990,100000220308,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,SZ10220308,SZ10220308,合约深A,RMB,0,15820,SPEC,0,0,,20220308000000,99990,100000220308,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,1000222221,1000222221,MI沪A,RMB,0,,SPEC,0,0,,20220909180728,99990,100022222,22,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,1000222222,1000222222,MI深A,RMB,0,,SPEC,0,0,,20220909180728,99990,100022222,22,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,123123,123123,0001,RMB,0,,SPEC,0,0,,20220808000000,99990,123456,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,123456,123456,0002,RMB,0,,SPEC,0,0,,20220808000000,99990,123456,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,SH1234qwer,SH1234qwer,东方合约沪A,RMB,0,15820,SPEC,0,0,,20220422000000,99990,1234qwer,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,SZ1234qwer,SZ1234qwer,东方合约深A,RMB,0,15820,SPEC,0,0,,20220422000000,99990,1234qwer,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,200123461,200123461,MI沪A,RMB,0,,SPEC,0,0,,20220915222750,99990,20012346,22,0.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,200123462,200123462,MI深A,RMB,0,,SPEC,0,0,,20220915222750,99990,20012346,22,2.0,,A0^A1^A2^A3^A4^A5^A6^A8^A9^C0^C1^D0^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,20221794,20221794,C信用沪A,RMB,0,,SPEC,0,0,,20220509000000,99990,202205091796,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,20221793,20221793,C信用深A,RMB,0,,SPEC,0,0,,20220509000000,99990,202205091796,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,20221796,20221796,信用沪A,RMB,0,,SPEC,0,0,,20220509000000,99990,202205091797,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,20221795,20221795,信用深A,RMB,0,,SPEC,0,0,,20220509000000,99990,202205091797,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,20220005,20220005,C-沪A,RMB,0,,SPEC,0,0,,20220510000000,99990,202205101797,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,20220006,20220006,C-深A,RMB,0,,SPEC,0,0,,20220510000000,99990,202205101797,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,20220003,20220003,B-沪A,RMB,0,,SPEC,0,0,,20220510000000,99990,202205101798,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,20220004,20220004,B-深A,RMB,0,,SPEC,0,0,,20220510000000,99990,202205101798,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,2022071805,2022071805,上海B,RMB,0,,SPEC,0,0,,20220718000000,99990,202207180003,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,2022071806,2022071806,深圳B,RMB,0,,SPEC,0,0,,20220718000000,99990,202207180003,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,2022071807,2022071807,C上海,RMB,0,,SPEC,0,0,,20220718000000,99990,202207180007,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,2022071808,2022071808,C深圳,RMB,0,,SPEC,0,0,,20220718000000,99990,202207180007,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,12222,12222,沪A股东,RMB,0,,SPEC,0,0,,20220819000000,99990,2022081901,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,78958,78958,深A股东,RMB,0,,SPEC,0,0,,20220819000000,99990,2022081901,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,20221913,20221913,1354,RMB,0,,SPEC,0,0,,20220913000000,99990,202209131346,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,202209131,202209131,1352,RMB,0,,SPEC,0,0,,20220913000000,99990,202209131353,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,20221359,20221359,1359,RMB,0,,SPEC,0,0,,20220913000000,99990,202209131359,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,55,55,股东55,RMB,0,,SPEC,0,0,,20220609000000,99990,55,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,55,55,股东55,RMB,0,,SPEC,0,0,,20220609000000,99990,55,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,666666,666666,666666,RMB,0,,SPEC,0,0,,20220606000000,99990,666666,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,666666,666666,666666,RMB,0,,SPEC,0,0,,20220606000000,99990,666666,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,A770000729,A770000729,gudong,RMB,0,,SPEC,0,0,,20220729000000,99990,770000000729,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,S000000729,S000000729,gudong,RMB,0,,SPEC,0,0,,20220729000000,99990,770000000729,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,777,777,股东777,RMB,0,,SPEC,0,0,,20220608000000,99990,777,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,777,777,股东777,RMB,0,,SPEC,0,0,,20220608000000,99990,777,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,A700000721,A700000721,gudong,RMB,0,,SPEC,0,0,,20220721000000,99990,800000000721,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,S000000721,S000000721,gudong,RMB,0,,SPEC,0,0,,20220721000000,99990,800000000721,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0001,0001,81501,RMB,0,,SPEC,0,0,,20220815000000,99990,81502,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,0002,0002,81502,RMB,0,,SPEC,0,0,,20220815000000,99990,81502,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,A880000729,A880000729,gudong,RMB,0,,SPEC,0,0,,20220729000000,99990,880000000729,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,S880000729,S880000729,gudong,RMB,0,,SPEC,0,0,,20220729000000,99990,880000000729,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,0A88800004,0A88800004,0A88800004,RMB,0,,SPEC,0,0,,20220827000000,99990,88800004,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,1A88800004,1A88800004,1A88800004,RMB,0,,SPEC,0,0,,20220827000000,99990,88800004,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,PBCP4,PBCP4,PBCP4,RMB,0,,SPEC,0,0,,20220830000000,99990,88800005,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,PBCP4PBCP4,PBCP4PBCP4,PBCP4,RMB,0,,SPEC,0,0,,20220830000000,99990,88800005,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,999999,999999,999999,RMB,0,,SPEC,0,0,,20220606000000,99990,999hazelB,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,999999,999999,999999,RMB,0,,SPEC,0,0,,20220606000000,99990,999hazelB,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
0,chan000,chan000,chan000,RMB,0,,SPEC,0,0,,20220905000000,99990,chan000,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
1,chan000,chan000,chan000,RMB,0,,SPEC,0,0,,20220905000000,99990,chan000,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2,
0,999hazel测试B,999hazel测试B,999-hazel测试B,RMB,0,,SPEC,0,0,,20220609000000,99990,CREDIThazelB,22,0.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
1,999hazel测试B,999hazel测试B,999-hazel测试B,RMB,0,,SPEC,0,0,,20220609000000,99990,CREDIThazelB,22,2.0,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2,
