productNum,productAcctNum,currencyId,acctid,ThirdSystemId,previousAmt,previousStkValue,previousIncome,ydMarginUsedAmt,currentAmt,UsableAmt,tradeFrozenAmt,ExceptFrozenAmt,needSettleAmt,marginUsedAmt,StkValue,closePNL,realTimePnl,closeNoFeePNL,sumClosePNL,sumTotalFee,T2ExtraUsableAmt,CashMovementAmt,updateTime,TotalDebt,AssetsTotalValue,SZT2ExtraUsableAmt,T1ShareUsableAmt,usedT1ShareUsabledAmt,SZusedT1ShareUsabledAmt
11,13,RMB,33443,2301,0.0,0.0,0.0,0.0,999999999999.0,999999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220211000000,0.0,0.0,0.0,0.0,0.0,0.0
11,14,RMB,33444,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726165947,0.0,0.0,0.0,0.0,0.0,0.0
11,14,RMB,33442,2301,0.0,0.0,0.0,0.0,999999999999.0,999999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220211000000,0.0,0.0,0.0,0.0,0.0,0.0
12,15,RMB,888888,2405,0.0,0.0,0.0,0.0,999999999999.0,999999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220212110205,0.0,0.0,0.0,0.0,0.0,0.0
14,18,RMB,000020220212,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726170049,0.0,0.0,0.0,0.0,0.0,0.0
15,19,RMB,000000054323,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726170054,0.0,0.0,0.0,0.0,0.0,0.0
15,72,RMB,000000054323,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220428102813,0.0,0.0,0.0,0.0,0.0,0.0
15,198,RMB,000000054322,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726170052,0.0,0.0,0.0,0.0,0.0,0.0
16,21,RMB,000000220215,2301,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220325101303,0.0,0.0,0.0,0.0,0.0,0.0
17,22,RMB,000000220215,2301,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220216000000,0.0,0.0,0.0,0.0,0.0,0.0
18,23,RMB,000000220215,2301,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220216000000,0.0,0.0,0.0,0.0,0.0,0.0
19,24,RMB,TYHA,2301,0.0,0.0,0.0,0.0,999999999999.0,999999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220217000000,0.0,0.0,0.0,0.0,0.0,0.0
20,25,RMB,100000000418,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220824101832,0.0,0.0,0.0,0.0,0.0,0.0
20,25,RMB,200000000418,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220824101842,0.0,0.0,0.0,0.0,0.0,0.0
20,25,RMB,000000000418,2301,0.0,0.0,0.0,0.0,55555555555.0,55555138839.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220927152745,0.0,0.0,0.0,0.0,0.0,0.0
21,26,RMB,199545,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220824101904,0.0,0.0,0.0,0.0,0.0,0.0
22,27,RMB,000000095501,2303,0.0,0.0,0.0,0.0,0.0,4944418290.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220927145843,0.0,0.0,0.0,0.0,0.0,0.0
23,28,RMB,0ZY000000001,2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220428105711,0.0,0.0,0.0,0.0,0.0,0.0
23,79,RMB,890111000001,2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220428105744,0.0,0.0,0.0,0.0,0.0,0.0
24,29,RMB,000020220418,2401,0.0,0.0,0.0,0.0,888888888.0,888888888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221011000000,0.0,0.0,0.0,0.0,0.0,0.0
24,32,RMB,000020220419,2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220930095032,0.0,0.0,0.0,0.0,0.0,0.0
24,33,RMB,000020220420,2401,0.0,0.0,0.0,0.0,999999999999.99,999999999999.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923183513,0.0,0.0,0.0,0.0,0.0,0.0
25,30,RMB,000000220419,22,999994334.22,0.0,0.0,0.0,1000000.0,993896.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221013165320,0.0,0.0,0.0,0.0,0.0,0.0
26,31,RMB,000000220420,2302,1839635206.75,839750910.0,0.0,0.0,999884296.75,999884296.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220629195354,0.0,0.0,0.0,0.0,0.0,0.0
26,532,RMB,888888800054,2301,0.0,0.0,0.0,0.0,100000000000.0,99999998659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220905000000,0.0,0.0,0.0,0.0,0.0,0.0
27,34,RMB,000020220415,2301,0.0,0.0,0.0,0.0,999999999.0,999677344.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221009132657,0.0,0.0,0.0,0.0,0.0,0.0
28,35,RMB,TESTFUT,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220906000000,0.0,0.0,0.0,0.0,0.0,0.0
28,35,RMB,TESTPT,2301,0.0,0.0,0.0,0.0,999999999999.9,888888817551.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221001195549,0.0,0.0,0.0,0.0,0.0,0.0
29,39,RMB,202204191791,2302,99999999999.0,0.0,0.0,0.0,99999999999.0,99999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220629030258,0.0,0.0,0.0,0.0,0.0,0.0
29,39,RMB,202204191793,2302,99999999999.0,0.0,0.0,0.0,99999999999.0,99999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220629030300,0.0,0.0,0.0,0.0,0.0,0.0
29,40,RMB,202204191789,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726170239,0.0,0.0,0.0,0.0,0.0,0.0
29,40,RMB,202204191790,2301,0.0,0.0,0.0,0.0,999999999999.99,1000000005488.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220621133312,0.0,0.0,0.0,0.0,0.0,0.0
29,114,RMB,202204191792,2302,99999999999.0,0.0,0.0,0.0,99999999999.0,99999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220629030300,0.0,0.0,0.0,0.0,0.0,0.0
30,41,RMB,TESTA,2401,0.0,0.0,0.0,0.0,99975427.0,99975427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220930095133,0.0,0.0,0.0,0.0,0.0,0.0
30,41,RMB,TESTA1,2401,0.0,0.0,0.0,0.0,99975427.0,99975427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220930095136,0.0,0.0,0.0,0.0,0.0,0.0
31,42,RMB,000020220223,2401,-6949.06,1160.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923102346,0.0,0.0,0.0,0.0,0.0,0.0
31,42,RMB,000020220427,2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923102347,0.0,0.0,0.0,0.0,0.0,0.0
31,53,RMB,000020220224,2401,723.6,723.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923102345,0.0,0.0,0.0,0.0,0.0,0.0
32,43,RMB,000020220225,2401,107582.38,8164.9,0.0,0.0,999999999999.99,999999999999.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923183546,0.0,0.0,0.0,0.0,0.0,0.0
33,44,RMB,000020220226,2401,123123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923102348,0.0,0.0,0.0,0.0,0.0,0.0
33,54,RMB,000020220227,2401,123123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923102348,0.0,0.0,0.0,0.0,0.0,0.0
34,45,RMB,000020220228,22,0.0,0.0,0.0,0.0,999999999999.99,999999999999.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220923183603,0.0,0.0,0.0,0.0,0.0,0.0
35,46,RMB,000020220229,22,0.0,0.0,0.0,0.0,8735419.83,8735419.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220809120922,0.0,0.0,0.0,0.0,0.0,0.0
36,47,RMB,000020220230,22,0.0,0.0,0.0,0.0,2999837352.55,2999837352.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220809120922,0.0,0.0,0.0,0.0,0.0,0.0
37,48,RMB,000000000997,2302,1851640171754.99,1851630274030.59,0.0,0.0,9897724.4,9897724.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220829175139,0.0,0.0,0.0,0.0,0.0,0.0
38,49,RMB,000000001026,2302,229937116.83,221201697.0,0.0,0.0,8735419.83,8735419.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220829175139,0.0,0.0,0.0,0.0,0.0,0.0
39,50,RMB,000000220216,2302,3585146471.55,585309119.0,0.0,0.0,2999837352.55,2999837352.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220829175139,0.0,0.0,0.0,0.0,0.0,0.0
40,51,RMB,TESTB,22,199999958745.95,0.0,0.0,0.0,199999905418.72,199999905418.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220929144455,0.0,0.0,0.0,0.0,0.0,0.0
40,51,RMB,TESTB1,22,0.0,0.0,0.0,0.0,99999999999.0,99999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220729120418,0.0,0.0,0.0,0.0,0.0,0.0
42,56,RMB,ylcs2001,2401,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220708105629,0.0,0.0,0.0,0.0,0.0,0.0
43,58,RMB,ylcs2002,2301,0.0,0.0,0.0,0.0,1000000000.0,805802533.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220701190320,0.0,0.0,0.0,0.0,0.0,0.0
44,59,RMB,000000000111,2302,0.0,0.0,0.0,0.0,-15461.07,-15461.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220930180654,0.0,-15461.07,0.0,0.0,0.0,0.0
44,59,RMB,000000000113,2302,99999999999.0,0.0,0.0,0.0,99999999999.0,99999999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220816173829,0.0,0.0,0.0,0.0,0.0,0.0
45,60,RMB,000020220416,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220809144431,0.0,0.0,0.0,0.0,0.0,0.0
46,62,RMB,000000000974,2302,10000046541.0,46540.0,0.0,0.0,10000000001.0,10000000001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220927103928,0.0,0.0,0.0,0.0,0.0,0.0
46,62,RMB,000000000976,2302,10000000000.0,0.0,9154880.0,0.0,10000000000.0,10000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9154880.0,0.0,0.0,0.0,20220927103929,0.0,0.0,0.0,0.0,0.0,0.0
47,64,RMB,ylcs2003,2401,663258689.34,1161937482.5,0.0,0.0,663258689.34,663258689.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220708132355,0.0,0.0,0.0,0.0,0.0,0.0
48,66,RMB,ylcs2004,2301,0.0,0.0,0.0,0.0,999999999999.99,999601124150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221009180655,0.0,0.0,0.0,0.0,0.0,0.0
49,67,RMB,202205181798,2406,223387945.37,23013117.15,0.0,0.0,200374828.22,200374828.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726031833,0.0,0.0,0.0,0.0,0.0,0.0
50,68,RMB,7700000421,2301,0.0,0.0,0.0,0.0,200000.0,195419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220927142952,0.0,0.0,0.0,0.0,0.0,0.0
51,69,RMB,000000008686,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726170411,0.0,0.0,0.0,0.0,0.0,0.0
52,70,RMB,000000001998,2301,0.0,0.0,0.0,0.0,999999999999.99,999610501284.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220927143007,0.0,0.0,0.0,0.0,0.0,0.0
53,71,RMB,000020220420,2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220801000000,0.0,0.0,0.0,0.0,0.0,0.0
54,74,RMB,000000054321,2201,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220805101547,0.0,0.0,0.0,0.0,0.0,0.0
54,74,RMB,000000012345,2301,0.0,0.0,0.0,200000.0,100000.0,102221270.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220801203547,0.0,0.0,0.0,0.0,0.0,0.0
58,81,RMB,7700000424,2301,0.0,0.0,0.0,0.0,999999999999.99,999999980488.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220823162549,0.0,0.0,0.0,0.0,0.0,0.0
59,82,RMB,890111000003,2303,0.0,0.0,0.0,0.0,0.0,499995498494.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220429101058,0.0,0.0,0.0,0.0,0.0,0.0
60,83,RMB,TEST2,2406,218671605.62,18296777.4,0.0,0.0,200374828.22,200374828.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220726031836,0.0,0.0,0.0,0.0,0.0,0.0
61,84,RMB,000000023456,2401,111111.0,40800.0,0.0,0.0,111111.0,111111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220629030305,0.0,0.0,0.0,0.0,0.0,0.0
62,85,RMB,000000034567,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220809144431,0.0,0.0,0.0,0.0,0.0,0.0
63,86,RMB,000000045678,2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220428102022,0.0,0.0,0.0,0.0,0.0,0.0
65,88,RMB,100000012345,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220526191508,0.0,0.0,0.0,0.0,0.0,0.0
66,89,RMB,199800000000,2305,0.0,0.0,0.0,0.0,672115628.42,481303261.67,0.0,5000.0,105166265.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220708092224,0.0,0.0,0.0,0.0,0.0,0.0
67,90,RMB,000000007329,2305,0.0,0.0,0.0,0.0,89733352020.6,89700838128.96,0.0,12.0,6023657.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220701114709,0.0,0.0,0.0,0.0,0.0,0.0
68,91,RMB,ycfk01,2301,0.0,0.0,0.0,0.0,1000000000.0,997723751.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220526165754,0.0,0.0,0.0,0.0,0.0,0.0
69,92,HKD,890111000004,2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220705000000,0.0,0.0,0.0,0.0,0.0,0.0
69,92,RMB,890111000004,2305,0.0,0.0,0.0,0.0,100591103999.0,100007001194.82,0.0,0.0,-422157907.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220706112149,0.0,0.0,0.0,0.0,0.0,0.0
69,92,USD,890111000004,2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220705000000,0.0,0.0,0.0,0.0,0.0,0.0
