productNum,productAcctNum,PortfolioNum,exchId,regId,offerRegId,regName,currencyId,deskId,F_hedgeFlagList,regStatus,exchProperty,memo,openDate,optId,acctId,thirdSystemId,fixFlag,flag,PortfolioName,prodAcctType,acctPermitList,ownertype,branchCode,regPermitList,grantStkTypeList
11,14,15,0,33442,33442,对账上海2,RMB,15810,SPEC,0,0,,20220211000000,99990,33442,2301,0.0,1,现货期货,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
11,14,15,F,33444,33444,对账期货,RMB,15810,SPEC,0,1,,20220211000000,99990,33444,2201,0.0,1,现货期货,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
12,15,16,0,109_907,109_907,sh,RMB,15810,SPEC,0,0,,20220212000000,99990,888888,2405,0.0,1,stock,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
12,15,16,1,109_907,109_907,sz,RMB,15810,SPEC,0,0,,20220212000000,99990,888888,2405,2.0,1,stock,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
14,18,19,F,F20220212,F20220212,F20220212,RMB,,SPEC,0,1,,20220215000000,99990,000020220212,2201,0.0,1,期货资产单元1,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
15,19,20,F,00000001,00000001,sxf01,RMB,15810,SPEC,0,1,,20220215000000,99990,000000054323,2201,0.0,1,sx期货,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
15,198,217,F,00000002,00000002,lisx期货,RMB,15810,SPEC,0,1,,20220721000000,99990,000000054322,2201,0.0,1,lisx期货,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
16,21,22,0,SH00220215,SH00220215,沪A压测20环境,RMB,15810,SPEC,0,0,,20220215000000,99990,000000220215,2301,0.0,1,回放测试现货,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
16,21,22,1,SZ00220215,SZ00220215,深A压测20环境,RMB,15810,SPEC,0,0,,20220215000000,99990,000000220215,2301,2.0,1,回放测试现货,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,1,S0000418,S0000418,SHENZHEN,RMB,15810,SPEC,0,0,,20220418000000,99990,000000000418,2301,2.0,1,dsstest,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,4,S0000418,S0000418,SHENGANGTONG,HKD,15810,SPEC,0,0,,20220418000000,99990,000000000418,2301,0.0,1,dsstest,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,5,H0000418,H0000418,GANGGUTONG,HKD,15810,SPEC,0,0,,20220418000000,99990,000000000418,2301,0.0,1,dsstest,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,D,D0000418,D0000418,DALIAN,RMB,15810,SPEC,0,1,,20220418000000,99990,100000000418,2201,0.0,1,dsstest,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,F,F0000418,F0000418,ZHONGJIN,RMB,15810,SPEC,0,1,,20220418000000,99990,100000000418,2201,0.0,1,dsstest,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,N,N0000418,N0000418,NENGYUAN,RMB,15810,SPEC,0,1,,20220418000000,99990,100000000418,2201,0.0,1,dsstest,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,S,S0000418,S0000418,SHANGHAI,RMB,15810,SPEC,0,1,,20220418000000,99990,100000000418,2201,0.0,1,dsstest,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,X,X000418,X000418,XQIQUAN,RMB,,SPEC,0,2,,20220814000000,99990,200000000418,2201,0.0,1,dsstest,2,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,Y,Y000418,Y000418,YQIQUAN,RMB,,SPEC,0,2,,20220814000000,99990,200000000418,2201,0.0,1,dsstest,2,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
20,25,27,Z,Z0000418,Z0000418,ZHENGZHOU,RMB,15810,SPEC,0,1,,20220418000000,99990,100000000418,2201,0.0,1,dsstest,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
21,26,28,D,199545DS,199545DS,张喜全,RMB,15810,SPEC,0,1,,20220420000000,99990,199545,2201,0.0,1,fangzhen,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
21,26,28,F,199545FS,199545FS,张喜全,RMB,15810,SPEC,0,1,,20220420000000,99990,199545,2201,0.0,1,fangzhen,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
22,27,29,0,9550000000,9550000000,上海gw,RMB,15820,SPEC,0,0,,20220419000000,99990,000000095501,2303,0.0,1,gw测试,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
22,27,29,1,9550100000,9550100000,深圳gw,RMB,15820,SPEC,0,0,,20220419000000,99990,000000095501,2303,2.0,1,gw测试,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
23,28,30,0,0ZY000000001,0ZY000000001,沪ZY现货,RMB,15820,SPEC,0,0,,20220419000000,99990,0ZY000000001,2303,0.0,1,ZY现货,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
23,28,30,1,0ZY000000001,0ZY000000001,深ZY现货,RMB,15820,SPEC,0,0,,20220419000000,99990,0ZY000000001,2303,2.0,1,ZY现货,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
23,79,92,0,890111000001,890111000001,ETF-上海,RMB,15820,SPEC,0,0,,20220424000000,99990,890111000001,2303,0.0,0,ETF-ZY,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
23,79,92,1,890111000001,890111000001,ETF-深圳,RMB,15820,SPEC,0,0,,20220424000000,99990,890111000001,2303,2.0,0,ETF-ZY,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,29,31,0,0A20220418,0A20220418,TOA1,RMB,,SPEC,0,0,,20220419000000,99990,000020220418,2401,0.0,1,TOA1,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,29,31,1,0B20220418,0B20220418,TOA1,RMB,,SPEC,0,0,,20220419000000,99990,000020220418,2401,2.0,1,TOA1,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,32,34,0,0A20220419,0A20220419,TOA2,RMB,,SPEC,0,0,,20220419000000,99990,000020220419,2401,0.0,1,TOA2,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,32,34,1,0B20220419,0B20220419,TOA2,RMB,,SPEC,0,0,,20220419000000,99990,000020220419,2401,2.0,1,TOA2,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,33,35,0,0A20220420,0A20220420,TOA3,RMB,,SPEC,0,0,,20220419000000,99990,000020220420,2401,0.0,1,TOA3,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
24,33,35,1,0B20220420,0B20220420,TOA3,RMB,,SPEC,0,0,,20220419000000,99990,000020220420,2401,2.0,1,TOA3,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
25,30,32,0,0A00220419,0A00220419,TOB,RMB,,SPEC,0,0,,20220419000000,99990,000000220419,22,0.0,1,TOB,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
25,30,32,1,0B00220418,0B00220418,TOB,RMB,,SPEC,0,0,,20220419000000,99990,000000220419,22,2.0,1,TOB,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
26,31,33,0,0A00220420,0A00220420,TOC,RMB,,SPEC,0,0,,20220419000000,99990,000000220420,2302,0.0,1,TOC,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
26,31,33,1,0B00220420,0B00220420,TOC,RMB,,SPEC,0,0,,20220419000000,99990,000000220420,2302,2.0,1,TOC,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
26,532,569,0,0A20220905,0A20220905,0A20220905,RMB,,SPEC,0,0,,20220905000000,99990,888888800054,2301,0.0,1,tocs,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2
26,532,569,1,1A20220905,1A20220905,1A20220905,RMB,,SPEC,0,0,,20220905000000,99990,888888800054,2301,2.0,1,tocs,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^N0^N1^R0^U1^U2
27,34,36,0,0A20220415,0A20220415,0A20220415,RMB,15810,SPEC,0,0,,20220419000000,99990,000020220415,2301,0.0,1,现货产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
27,34,36,1,1A20220415,1A20220415,1A20220415,RMB,15810,SPEC,0,0,,20220419000000,99990,000020220415,2301,2.0,1,现货产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,0,0TESTPT,0TESTPT,0TESTPT,RMB,15810,SPEC,0,0,,20220419000000,99990,TESTPT,2301,0.0,1,TZZH_TESTPT,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,1,1TESTPT,1TESTPT,1TESTPT,RMB,15810,SPEC,0,0,,20220419000000,99990,TESTPT,2301,2.0,1,TZZH_TESTPT,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,D,DTESTFUT,DTESTFUT,DTESTFUT,RMB,15810,SPEC,0,1,,20220419000000,99990,TESTFUT,2201,0.0,1,TZZH_TESTPT,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,F,FTESTFUT,FTESTFUT,FTESTFUT,RMB,15810,SPEC,0,1,,20220419000000,99990,TESTFUT,2201,0.0,1,TZZH_TESTPT,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,N,NTESTFUT,NTESTFUT,NTESTFUT,RMB,15810,SPEC,0,1,,20220419000000,99990,TESTFUT,2201,0.0,1,TZZH_TESTPT,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,S,STESTFUT,STESTFUT,STESTFUT,RMB,15810,SPEC,0,1,,20220419000000,99990,TESTFUT,2201,0.0,1,TZZH_TESTPT,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
28,35,37,Z,ZTESTFUT,ZTESTFUT,ZTESTFUT,RMB,15810,SPEC,0,1,,20220419000000,99990,TESTFUT,2201,0.0,1,TZZH_TESTPT,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,0,0A00000001,0A00000001,三方普通,RMB,15810,SPEC,0,0,,20220424000000,CESH000,202204191793,2302,0.0,1,转报资产,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,1,1A00000002,1A00000002,三方普通,RMB,15810,SPEC,0,0,,20220424000000,CESH000,202204191793,2302,2.0,1,转报资产,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,D,0D000001,0D000001,三方期货账户,RMB,15810,SPEC,0,1,,20220425000000,99990,202204191791,2302,0.0,1,转报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,F,0F000001,0F000001,三方期货账户,RMB,15810,SPEC,0,1,,20220425000000,99990,202204191791,2302,0.0,1,转报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,S,0S000001,0S000001,三方期货账户,RMB,15810,SPEC,0,1,,20220425000000,99990,202204191791,2302,0.0,1,转报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,39,41,Z,0Z000001,0Z000001,三方期货账户,RMB,15810,SPEC,0,1,,20220425000000,99990,202204191791,2302,0.0,1,转报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,0,2022041901,2022041901,直报沪A,RMB,15810,SPEC,0,0,,20220419000000,99990,202204191790,2301,0.0,1,直报资产,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,1,2022041902,2022041902,直报深A,RMB,15810,SPEC,0,0,,20220419000000,99990,202204191790,2301,2.0,1,直报资产,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,D,2022041903,2022041903,直报大连,RMB,15810,SPEC,0,1,,20220419000000,99990,202204191789,2201,0.0,1,直报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,F,2022041904,2022041904,直报中金,RMB,15810,SPEC,0,1,,20220420000000,99990,202204191789,2201,0.0,1,直报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,N,2022041905,2022041905,直报能源,RMB,15810,SPEC,0,1,,20220420000000,99990,202204191789,2201,0.0,1,直报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,S,2022041906,2022041906,直报上海,RMB,15810,SPEC,0,1,,20220420000000,99990,202204191789,2201,0.0,1,直报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,40,42,Z,2022041907,2022041907,直报郑州,RMB,15810,SPEC,0,1,,20220420000000,99990,202204191789,2201,0.0,1,直报资产,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,114,131,0,0Axy000001,0Axy000001,三方普通,RMB,,SPEC,0,0,,20220516000000,99990,202204191792,2302,0.0,1,转报信用资产,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
29,114,131,1,1Axy000002,1Axy000002,三方普通,RMB,,SPEC,0,0,,20220516000000,99990,202204191792,2302,2.0,1,转报信用资产,3,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,0,0TESTA,0TESTA,0TESTA,RMB,15810,SPEC,0,0,,20220420000000,99990,TESTA,2401,0.0,1,TZZH_TESTA,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,1,1TESTA,1TESTA,1TESTA,RMB,15810,SPEC,0,0,,20220420000000,99990,TESTA,2401,2.0,1,TZZH_TESTA,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,D,DTESTA1,DTESTA1,DTESTA1,RMB,15810,SPEC,0,1,,20220427000000,99990,TESTA1,2401,0.0,1,TZZH_TESTA,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,F,FTESTA1,FTESTA1,FTESTA1,RMB,15810,SPEC,0,1,,20220831000000,99990,TESTA1,2401,0.0,1,TZZH_TESTA,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^F2^M0^R0^U1^U2
30,41,43,N,NTESTA1,NTESTA1,NTESTA1,RMB,15810,SPEC,0,1,,20220427000000,99990,TESTA1,2401,0.0,1,TZZH_TESTA,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,S,STESTA1,STESTA1,15810,RMB,15810,SPEC,0,1,,20220427000000,99990,TESTA1,2401,0.0,1,TZZH_TESTA,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
30,41,43,Z,ZTESTA1,ZTESTA1,ZTESTA1,RMB,15810,SPEC,0,1,,20220427000000,99990,TESTA1,2401,0.0,1,TZZH_TESTA,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
31,42,44,0,0A20220223,0A20220223,0A20220223,RMB,,SPEC,0,0,,20220419000000,99990,000020220223,2401,0.0,1,A1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
31,42,44,1,1A20220223,1A20220223,1A20220223,RMB,,SPEC,0,0,,20220419000000,99990,000020220223,2401,2.0,1,A1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
31,42,44,F,F20220427,F20220427,F20220427,RMB,,SPEC,0,1,,20220427000000,99990,000020220427,2401,0.0,1,A1产品,1,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
31,53,56,0,0A20220224,0A20220224,0A20220224,RMB,,SPEC,0,0,,20220419000000,99990,000020220224,2401,0.0,1,A1-2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
31,53,56,1,1A20220224,1A20220224,1A20220224,RMB,,SPEC,0,0,,20220419000000,99990,000020220224,2401,2.0,1,A1-2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
32,43,45,0,0A20220225,0A20220225,0A20220225,RMB,,SPEC,0,0,,20220419000000,99990,000020220225,2401,0.0,1,A2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
32,43,45,1,1A20220225,1A20220225,1A20220225,RMB,,SPEC,0,0,,20220419000000,99990,000020220225,2401,2.0,1,A2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
33,44,46,0,0A20220226,0A20220226,0A20220226,RMB,,SPEC,0,0,,20220419000000,99990,000020220226,2401,0.0,1,A3-1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
33,44,46,1,1A20220226,1A20220226,1A20220226,RMB,,SPEC,0,0,,20220419000000,99990,000020220226,2401,2.0,1,A3-1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
33,54,57,0,0A20220227,0A20220227,0A20220227,RMB,,SPEC,0,0,,20220419000000,99990,000020220227,2401,0.0,1,A3-2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
33,54,57,1,1A20220227,1A20220227,1A20220227,RMB,,SPEC,0,0,,20220419000000,99990,000020220227,2401,2.0,1,A3-2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
34,45,47,0,0A20220228,0A20220228,0A20220228,RMB,,SPEC,0,0,,20220419000000,99990,000020220228,22,0.0,1,B1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
34,45,47,1,1A20220228,1A20220228,1A20220228,RMB,,SPEC,0,0,,20220419000000,99990,000020220228,22,2.0,1,B1产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
35,46,48,0,0A20220229,0A20220229,0A20220229,RMB,,SPEC,0,0,,20220419000000,99990,000020220229,22,0.0,1,B2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
35,46,48,1,1A20220229,1A20220229,1A20220229,RMB,,SPEC,0,0,,20220419000000,99990,000020220229,22,2.0,1,B2产品,0,,,,,A0^A1^A2^A3^A4^A5^A6^C0^C1^D1^D2^D5^D7^E1^E3^F1^U1^U2
